id,source,language,era,text
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_16_line14.txt,scribblelens,nl,17c,de wint wackerende soo schouden 't schuijtien weer aen boort
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_16_line10.txt,scribblelens,nl,17c,fort soo 't scheen op ons afquam ende wij daerom ons schuijtien uijt
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_16_line11.txt,scribblelens,nl,17c,setten ende met het schip zeewaert wendende om met cleijn seijl
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_16_line13.txt,scribblelens,nl,17c,daer uijt vermoeden dat hij niet bij ons wesen wilde Interim
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_16_line12.txt,scribblelens,nl,17c,intewachten Soo saegen dat deselve boot weer naer lant wende
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_16_line8.txt,scribblelens,nl,17c,langs 't Roode Lant z: ten o: en s: s: o: Ontrent s: o: son quamen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_16_line9.txt,scribblelens,nl,17c,wij recht voort fort van Pariba alwaer een boot vant selve
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_6_line1.txt,scribblelens,nl,17c,onse marsseijls in Smiddachs geen hoochte becoomen Naerde
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_6_line0.txt,scribblelens,nl,17c,aen backboort dat weer ten besten wiert gerepareert Namen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_6_line2.txt,scribblelens,nl,17c,middach verhefte hem andermael de wint seer ontstuijmmich
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_6_line3.txt,scribblelens,nl,17c,soo dat alle de seijllen innamen loopende alleen met de schoover
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_6_line7.txt,scribblelens,nl,17c,gestelt
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_6_line6.txt,scribblelens,nl,17c,ongeregelt geweest waer door 5 van deselve inde boeijen wierden
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_6_line4.txt,scribblelens,nl,17c,fock lach geset tot steun tegens 't slingeren Inden nacht het
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_6_line5.txt,scribblelens,nl,17c,1 quartier hadden de soldaten door woelen in brandewijn wat
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_6_line23.txt,scribblelens,nl,17c,meenen ruijme zee te hebben Onse hoenders raeckten heel
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_6_line22.txt,scribblelens,nl,17c,9 m: Cregen de wint w: blegen bij ons vorige cours alsoo
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_6_line20.txt,scribblelens,nl,17c,19 ditto smergens moije weder de wint n: n: w: de cours z: met
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_6_line21.txt,scribblelens,nl,17c,labbere coulte Smiddachs bevonden de hoochte van 36 graden
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_6_line19.txt,scribblelens,nl,17c,slappe coulte
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_6_line25.txt,scribblelens,nl,17c,22 dooden om met lanch sop ajuin ende pruijmen voort
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_6_line24.txt,scribblelens,nl,17c,aende pip ende om die ten besten te verorboiren lieten der
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_6_line18.txt,scribblelens,nl,17c,hoogte van 37 graden 57 minuten Des achternoens hadden
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_6_line26.txt,scribblelens,nl,17c,geheele scheepsvolck tot ververschinge te schaffen Inde
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_6_line27.txt,scribblelens,nl,17c,nacht het 2 quartier cregen groote regen met donder ende
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_6_line16.txt,scribblelens,nl,17c,Vernamen het 5 schip niet meer dat op gistren vermist
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_6_line17.txt,scribblelens,nl,17c,was Voorde middach hadden groote regen Smiddachs de
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_6_line15.txt,scribblelens,nl,17c,Met een topseijls coulte setten alle de seijllen weer bij
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_6_line28.txt,scribblelens,nl,17c,blicxem
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_6_line14.txt,scribblelens,nl,17c,18 ditto smergens moij weder de wint n: o: ten n: de cours z:
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_6_line10.txt,scribblelens,nl,17c,te versachten settende het schoover seijl en voor marsseil weder
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_6_line11.txt,scribblelens,nl,17c,bij Smiddachs hebben bevonden de hoogte van 40 graden 36 minuten
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_6_line13.txt,scribblelens,nl,17c,den avont cregen een grooten regen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_6_line12.txt,scribblelens,nl,17c,waer door ons cours veranderden ende z: w: aen liepen Tegen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_6_line8.txt,scribblelens,nl,17c,17 ditto smorgens claer weder telden ons compagnie maer 5 seijlen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_6_line9.txt,scribblelens,nl,17c,te sijn de wint n: n: o: de cours als vooren Het weder begost
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_28_line1.txt,scribblelens,nl,17c,bericht sijn hoe nodich de Compagnie effecten van doen heeft
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_28_line0.txt,scribblelens,nl,17c,ende soo wij wt onse collega de heer Brouwer particulierlijck
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_28_line2.txt,scribblelens,nl,17c,om te mogen vervallen de costen die tot de maintenue van
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_28_line3.txt,scribblelens,nl,17c,dese conqueste vereijst worden ende tot betalinge vande
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_28_line7.txt,scribblelens,nl,17c,soude moeten stilstaen waer door haren ganschen staet
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_28_line6.txt,scribblelens,nl,17c,van hier te hebben haere equipagie naer dese conqueste
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_28_line4.txt,scribblelens,nl,17c,ses percento aende perticipanten primo augusto aen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_28_line5.txt,scribblelens,nl,17c,staende te doen ende dat sonder suffisante retouren
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_28_line23.txt,scribblelens,nl,17c,tot betalinge gesommeert ende de antwoorden deselver
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_28_line22.txt,scribblelens,nl,17c,bij ons in te leveren de lijste der debiteuren bij haer
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_28_line20.txt,scribblelens,nl,17c,blijcken mach wat devoiren bij haer daerin gedaen worden
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_28_line21.txt,scribblelens,nl,17c,sullen deselve heeren raaden gehouden sijn weeckelijck
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_28_line19.txt,scribblelens,nl,17c,wierde eenige consideratie te dragen op dat ons gestadich
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_28_line25.txt,scribblelens,nl,17c,van dese onse resolutie met te dispenseren noch te
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_28_line31.txt,scribblelens,nl,17c,vertrecken op dat mede vaerdichlijcken branthout ende
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_28_line30.txt,scribblelens,nl,17c,maenden ende preste om naer de reede van Sint Aleixo te
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_28_line24.txt,scribblelens,nl,17c,ende constitutie van des Compagnie cassa ende eijndelijcken
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_28_line18.txt,scribblelens,nl,17c,ware bij expresse order van dese raet haer gelast
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_28_line32.txt,scribblelens,nl,17c,water mochten haelen claechden elcken meer als ander
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_28_line26.txt,scribblelens,nl,17c,veranderen sonder daer toe alvorens van ons speciael
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_28_line27.txt,scribblelens,nl,17c,consent versocht en vercregen te hebben Lager stont
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_28_line16.txt,scribblelens,nl,17c,gelijck sij oock tegen die naerlatige sullen hebben
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_28_line17.txt,scribblelens,nl,17c,te doen sonder met jmant daerinne te conniveren ten
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_28_line15.txt,scribblelens,nl,17c,met executie tegen alle ende een jder sullen procederen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_28_line29.txt,scribblelens,nl,17c,De schepen Vlissingen ende den Orangieboom die men ernstich aen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_28_line28.txt,scribblelens,nl,17c,accordeert ende was onderteeckent Jan van Walbeeck
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_28_line14.txt,scribblelens,nl,17c,sullen waerschouwen dat sij bij faulte van betalinge
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_28_line10.txt,scribblelens,nl,17c,d'invorderinge van des Compagnie schulden in contant sonder
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_28_line11.txt,scribblelens,nl,17c,eenich persoon daer in t'excuseren ende om van particulieren
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_28_line13.txt,scribblelens,nl,17c,soucken te prevenieren dat sijde debiteuren vande Compagnie
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_28_line12.txt,scribblelens,nl,17c,daer in niet teruch gestelt te werden die de Compagnie allesins
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_28_line8.txt,scribblelens,nl,17c,soude pericliteren Is goet gevonden de heeren raden van
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_28_line9.txt,scribblelens,nl,17c,finantie te belasten alle mogelijck devoir te doen met
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_17_line1.txt,scribblelens,nl,17c,roeij schuijtiens na lant sijn gevaren met hare brieven en pampieren
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_17_line0.txt,scribblelens,nl,17c,met de heeren Elias Harckmans en Elbert Crispijnsz in twee cleijne
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_17_line2.txt,scribblelens,nl,17c,tot vorderinge van saecken Ontrent den middach cregen tamelijcke
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_17_line3.txt,scribblelens,nl,17c,zeewint Daer mede de schepen Amsterdam d' Eendracht ende Abrahams
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_17_line7.txt,scribblelens,nl,17c,van Parnambuco wel gearriveert sijn ende settent op 8 vadem
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_17_line6.txt,scribblelens,nl,17c,waren soo wij op gisteren mergen int gesicht cregen op de reede
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_17_line4.txt,scribblelens,nl,17c,Offerhande die op den 17 novembris verleden van ons afgeraeckt
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_17_line5.txt,scribblelens,nl,17c,waren ende een galliooth comende vande Marinhon dat de 2 seijlen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_17_line23.txt,scribblelens,nl,17c,opt Reciffo Verstonden oock dat de Portugijsen op Sint Thome
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_17_line22.txt,scribblelens,nl,17c,'tjacht de Cabriet 't jacht den Dolphij en 't jacht d' Hasewint
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_17_line20.txt,scribblelens,nl,17c,d' Gulde Ree gearriveert den 21 passath uijt de Bocht van
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_17_line21.txt,scribblelens,nl,17c,Guinea met 154 negers ende 10000 pont oliphant tanden jtem
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_17_line19.txt,scribblelens,nl,17c,'t Lam Haerlem d' Melckmeijt Utrecht Elias 't Hart 't jacht
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_17_line25.txt,scribblelens,nl,17c,uijt Portugal mede gerevolteert waeren donse uit de stadt
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_17_line31.txt,scribblelens,nl,17c,aen Reciffo gebracht ende heeft men uijt beijde de scheepen begonnen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_17_line30.txt,scribblelens,nl,17c,23 ditto sijn de soldaten vande scheepen Amsterdam ende d'Eendracht
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_17_line24.txt,scribblelens,nl,17c,door becoomen hulpe van ontrent de 200 man met 2 caravellen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_17_line18.txt,scribblelens,nl,17c,Leijden Te Veer Omlandia d'Swaen Princes Saijer Waepen van Medemblick
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_17_line32.txt,scribblelens,nl,17c,de goederen ende coopmanschappen van particulieren te lossen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_17_line26.txt,scribblelens,nl,17c,verdreven hebbende ende int casteel beslooten houdende
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_17_line27.txt,scribblelens,nl,17c,Tegen den avont arriveerden noch op de rede voornoemt de fluijt
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_17_line33.txt,scribblelens,nl,17c,De heeren Ho: raaden Bullestraten en Codde waren te lande
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_17_line16.txt,scribblelens,nl,17c,Vlissingen ende binnen het Reciffo de schepen Orangieboom
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_17_line17.txt,scribblelens,nl,17c,d'Oliphant de Hoop Groote Gerrit Prins van Portugael Nantus
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_17_line15.txt,scribblelens,nl,17c,Op de reede lach het schip den Blauwenhaen inde pocot schip
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_17_line29.txt,scribblelens,nl,17c,t seijl gegaen waren
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_17_line28.txt,scribblelens,nl,17c,schepen d' Hinde ende Noorthollant die ses dagen voor ons wt Texel
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_17_line14.txt,scribblelens,nl,17c,ons ander volck int casteel belegert
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_17_line10.txt,scribblelens,nl,17c,dat de Spreeu was genaemt verstonden wij met droeffheijt dat de
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_17_line11.txt,scribblelens,nl,17c,Portugijsen vande Marinhon met de indianen tegens d'onse
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_17_line13.txt,scribblelens,nl,17c,overvallen ende meest alle de soldaten doot geslagen ende houdende
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_17_line12.txt,scribblelens,nl,17c,waren gerevolteert hebbende het fort Calvario op Tapieru
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_17_line8.txt,scribblelens,nl,17c,temmelijcke gront Hadden 't water casteel n: w: ten w: ende
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_17_line9.txt,scribblelens,nl,17c,de stadt Olinda noort van ons Vanden schipper des galliooths
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_1_line1.txt,scribblelens,nl,17c,Eendracht en Abrahams Offerhande na Pharnambuco
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_1_line0.txt,scribblelens,nl,17c,Journael gehouden op de voijage vande schepen Amsterdam
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_1_line2.txt,scribblelens,nl,17c,de Swaen naer Cabo Verde en d'Neptunus na Curacao Van
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_1_line3.txt,scribblelens,nl,17c,Texel uijt geseijlt in compangnie van 4 Straetvaerders
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_1_line7.txt,scribblelens,nl,17c,Adij 6 ditto verleden nacht was het stillekens In het dach quartier
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_1_line6.txt,scribblelens,nl,17c,reijse
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_1_line4.txt,scribblelens,nl,17c,2 oorloch schepen en meer andere in novembris ano1642
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_1_line5.txt,scribblelens,nl,17c,De Heere verleene ons geluck voorspoet ende behouden
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_1_line23.txt,scribblelens,nl,17c,geconvoijeert negen ende den eenen convoijer Capiteijn Hasevelt
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_1_line22.txt,scribblelens,nl,17c,vloot van 18 Moscovisch vaerders die van 2 oorlochschepen waren
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_1_line36.txt,scribblelens,nl,17c,presenterende met ons admiraelschap te houden ende naer gedaene
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_1_line20.txt,scribblelens,nl,17c,ende waren ontrent ten thien uren voorde middach buij ten gaets
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_1_line34.txt,scribblelens,nl,17c,seijlen bij ende stelden onse cours z: w: wel soo w: in zee De
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_1_line35.txt,scribblelens,nl,17c,schippers vande Straetsvaerders hadden ons aen boort geweest
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_1_line21.txt,scribblelens,nl,17c,Desen mergen verstonden vande gemelte onse lootsman datter een
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_1_line19.txt,scribblelens,nl,17c,neffens ons wtliepen tot 15 int getalle meest redelijck ge monteert
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_1_line25.txt,scribblelens,nl,17c,die met hun 17 bijde selve waren gecoomen daer van 12 jegens
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_1_line31.txt,scribblelens,nl,17c,haere cours nade ondiepte setteden Wat deselve voor schepen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_1_line30.txt,scribblelens,nl,17c,sagen wij 4 schepen seijlen uijt den n: w: op ons affcoomen die
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_1_line24.txt,scribblelens,nl,17c,genaemt ontrent het Vlie vande Duijnkerckers waeren genoomen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_1_line18.txt,scribblelens,nl,17c,lichten ende seijlden in zee gelijck d' andere scheepen oock deden die
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_1_line32.txt,scribblelens,nl,17c,waeren was onbekent doch marckten d' voorste een roode vlagge
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_1_line26.txt,scribblelens,nl,17c,dese Moscovisch vaerders hadden geslagen ende d' andere waren
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_1_line27.txt,scribblelens,nl,17c,omde noort geloopen Den tweede convoijer Capiteijn Reboon hadde
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_1_line33.txt,scribblelens,nl,17c,achter aff te hebben T'savonts maecktender alle de
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_1_line16.txt,scribblelens,nl,17c,7 ditto de verleden nacht behiel de wint plaets in het s: o: ende daer
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_1_line17.txt,scribblelens,nl,17c,ontrent met een labbre coulte soo dat des mergens ons ancker
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_1_line15.txt,scribblelens,nl,17c,te seijlen ende noch eenige andere schepen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_1_line29.txt,scribblelens,nl,17c,vaerders die nevens hem int Vlie waren ingeloopen Op den middach
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_1_line28.txt,scribblelens,nl,17c,treffelijck gevochten salverende daer door d' resterende Moscovisch
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_1_line14.txt,scribblelens,nl,17c,Straets vaerders 2 oorlochschepen die naer de Maaze waren geordonneert
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_1_line10.txt,scribblelens,nl,17c,lootsman quam aen boort ende op sijn advijs lichten ons tuijancker
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_1_line11.txt,scribblelens,nl,17c,om des naermiddachs te seijlen met ons schip Amsterdam tegen de
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_1_line13.txt,scribblelens,nl,17c,Eendracht Abrahams Offerhande d' Swaen Neptunes 4 wel gemonteerde
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_1_line12.txt,scribblelens,nl,17c,vloet van Tesseler Rede naert Nieuwe Diep Soo oock deden de schepen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_1_line8.txt,scribblelens,nl,17c,begon het luchien uijt den s: s: o: te coomen Men heeft in den morghen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_1_line9.txt,scribblelens,nl,17c,stont in zee dapper hooren schieten met groff canon Ons
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_10_line1.txt,scribblelens,nl,17c,opt schip Amsterdam ontrent 12 mijlen bij z: Madera den 23
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_10_line0.txt,scribblelens,nl,17c,Ende weest hertlijck gegroet ende den Heere bevoolen Geschreven
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_10_line2.txt,scribblelens,nl,17c,november 1642 Hier nevens sijn 2 caerten Den stuerman
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_10_line3.txt,scribblelens,nl,17c,datelijcken weder aen boort comende rapporteerde datse
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_10_line7.txt,scribblelens,nl,17c,tweede quartier des nachts begoste de wint te wackeren uijtten
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_10_line6.txt,scribblelens,nl,17c,Smiddachs hebben bevonden de hoochte* van 30 graden 51 m: Int
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_10_line4.txt,scribblelens,nl,17c,ons advijs approbeerden het welcke ook soo voort achter
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_10_line5.txt,scribblelens,nl,17c,volcht werde
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_10_line23.txt,scribblelens,nl,17c,een tonijnvis lanck ontrent 6 voeten Tegen den avont liepen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_10_line22.txt,scribblelens,nl,17c,'t eijlant Palma De wint begost te ruijmen naer n: o: Vongen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_10_line20.txt,scribblelens,nl,17c,westelijcker sal geloopen wesen Smiddachs hebben bevonden
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_10_line21.txt,scribblelens,nl,17c,de hoochte van 29 graden 49 munuten Naerde middach sagen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_10_line19.txt,scribblelens,nl,17c,te sijn ver missende de Neptunes die wij meenen soo vooren is verhaelt
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_10_line25.txt,scribblelens,nl,17c,Palma te coomen ende meerder coulte te behouden
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_10_line31.txt,scribblelens,nl,17c,daerhalven hem oock lieten begaen alsoo ons schipper ende stuerluijden
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_10_line30.txt,scribblelens,nl,17c,wij bemerckten genegen was om sijn cours wat oostelijcker te stellen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_10_line24.txt,scribblelens,nl,17c,wij wat westelijcker om daenstaende nacht te ruijmer boven
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_10_line18.txt,scribblelens,nl,17c,een moije doorgaende coulte Telden ons compagnie maer 3 seijlen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_10_line32.txt,scribblelens,nl,17c,verstonden dat hem sulcx den besten orber was
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_10_line26.txt,scribblelens,nl,17c,25 ditto smorgens moij weder de wint variabel de cours z: z: w:
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_10_line27.txt,scribblelens,nl,17c,met een moije doorgaende coulte Smiddachs hebben becoomen de
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_10_line16.txt,scribblelens,nl,17c,geraecken
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_10_line17.txt,scribblelens,nl,17c,24 ditto smorgens goet weder de wint ende cours als vooren met
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_10_line15.txt,scribblelens,nl,17c,te volgen doende ons uijtterste best om spoedich voorts te
